однопроцессорн;1;8.21340743109;
использу;1;4.25979510155;
results;1;2.29211281466;
список;2;10.3876720111;
характеристик;1;3.48170319573;
tr;1;0.05975080293;
располож;1;2.0351190531;
пол;2;10.7991166539;
повтор;1;2.00420633146;
научн;1;0.549191634982;
предположен;1;7.42560414185;
заголовк;1;5.26261721903;
departament;1;0.00902925395143;
последовательн;2;6.0948049047;
картинк;1;1.76411065902;
обнов;1;11.9263922743;
оконечн;1;5.12268735262;
тополог;1;6.10748116601;
зада;10;50.0722851652;
черн;3;8.25481980224;
должн;5;19.202033502;
сформулирова;5;39.3852041904;
всероссийск;1;1.96951666431;
содерж;1;3.60499137763;
p;1;7.11594259428;
разработчик;1;2.33432633312;
справ;1;8.55746973758;
разбива;1;2.83423008907;
выполнен;1;4.345195636;
отлич;2;14.6088451596;
клеток;3;6.85608976795;
ued;1;1.37492393747;
результат;1;2.60070674199;
пресс;1;10.6677735712;
состоя;1;3.29484010606;
пример;1;4.05965963981;
представ;1;2.96693665788;
n;1;3.61027727561;
шин;1;1.21388398879;
слев;2;4.17873392038;
двум;1;1.98402594789;
след;4;19.4484777704;
существ;3;14.9202340137;
максимальн;1;5.54854398643;
участвова;2;8.85413192492;
набор;9;45.0859673967;
закрыт;1;2.8680078889;
средн;3;18.3220668583;
задержк;1;2.7369368584;
атрибут;2;3.38884502095;
информац;1;0.587716165092;
завершен;1;4.43452725541;
необходим;2;8.61345339426;
интерва;3;13.0824486434;
двух;4;17.1233759261;
так;4;26.9095156955;
длин;6;27.250439805;
эт;3;14.3620633251;
решен;9;53.6960533511;
примен;1;7.33195137717;
k;2;23.746479181;
передач;18;77.3668199332;
technolog;1;0.00710676555519;
построен;16;168.598384523;
слов;1;1.85316291503;
японск;14;101.660346023;
обознача;5;21.2304652394;
столбц;1;0.80720585039;
размещен;5;41.5124402793;
состав;1;4.67707005745;
буд;5;31.9417317647;
имеет;2;13.4502981698;
превыша;1;3.89342077453;
лежа;1;2.10541595685;
равн;3;14.9952972347;
конц;1;5.60082382043;
промежуток;3;12.5494057554;
настройк;1;8.55167666698;
msu;1;0.345141063094;
fibr;4;43.3973080173;
полност;1;1.91405896749;
одновремен;1;4.80370100845;
назов;1;3.7316284452;
времен;11;55.9884067506;
момент;2;5.53290930973;
ю;2;58.0932696281;
порт;9;28.3788622062;
выбра;5;40.8249332145;
инициализац;1;7.29988967917;
макс;1;13.3591549631;
сво;1;7.00394751051;
v;1;1.79061271177;
нарушен;1;7.68074972375;
прямоугольник;3;13.7190541082;
переда;2;12.2213924681;
сред;5;27.5510185288;
пересека;2;6.00137104471;
работ;6;38.0080709731;
подтвержден;2;5.57267260588;
постро;1;5.43395987163;
сдела;1;3.10775414149;
слитн;1;1.13554264945;
kost;1;0.488643257831;
фиксирова;1;4.97622493724;
стратег;1;9.92258925103;
соб;3;13.3831698816;
изменен;2;19.1940518808;
привод;1;7.15432491219;
удален;1;6.24681927067;
управлен;1;1.76739745439;
блок;1;1.91099808164;
исключ;1;9.25669620597;
неопределен;4;23.725639985;
scienc;1;0.0137518347015;
simpl;2;6.71278326543;
конкретн;1;8.43380073617;
байт;4;11.6079205839;
показа;1;2.7658466834;
fc;2;4.9456962411;
расписан;23;187.495366794;
выполня;2;12.5360588818;
обработк;1;1.43916280682;
осуществля;1;4.37865034868;
различн;1;3.29553848966;
su;1;0.202553284641;
расчерчен;1;2.07696280174;
индивидуальн;1;3.10584497463;
влия;2;10.2660387777;
предыдущ;1;3.6635019331;
оценк;2;8.95521410614;
существова;1;12.0347374628;
внутр;1;6.36622322248;
нахожден;1;8.58498289508;
четыр;1;1.50341005138;
учитыва;3;15.8559655317;
располага;1;9.39546420808;
коммерческ;1;1.58674894437;
зашифрова;1;5.50324441739;
точност;2;13.1211814229;
удал;1;8.11406017743;
отсюд;1;1.26965164068;
д;1;4.98797530946;
происход;1;2.594294807;
вид;1;1.00291774696;
вертикальн;1;3.95659118243;
количеств;6;25.7037470053;
част;1;2.23095477253;
пункт;2;11.6497142384;
машин;1;6.99913165224;
наход;1;10.5469326359;
восстанов;1;4.8343221533;
toky;1;0.00687439672117;
получен;2;7.81254487158;
fs;2;12.3523530006;
меньш;4;20.1977180795;
требуем;1;2.31482055149;
област;30;263.609103134;
соста;1;5.55161178266;
показыва;1;7.90803339607;
незакрашен;1;2.04701566447;
трудн;3;18.6225699945;
значен;5;17.2065749735;
ломоносов;2;3.59440871401;
сетк;1;4.40342140106;
большинств;1;9.46215670073;
переход;3;32.4899280935;
steplg;1;0.836171065738;
выбира;3;27.0178481329;
nobuhis;1;0.654918734103;
стандарт;6;105.561474261;
соответств;9;35.4367907509;
приписа;1;6.82263863006;
две;3;11.3577581165;
п;2;9.8201675431;
перемен;1;4.1394450916;
сетев;3;12.3182701626;
pub;1;3.12057361619;
org;1;1.74902209755;
предлож;2;16.5231621933;
выбор;8;42.1354599324;
иде;2;20.9047692345;
штриховк;3;16.8319378121;
изобража;1;2.73403394611;
реша;1;7.42031069669;
централизова;1;2.9810521156;
всрв;2;15.9788064032;
конференц;1;1.2540323605;
подключен;1;1.18548360472;
гэр;1;0.730113635632;
закрашиван;1;1.55667480334;
рисунк;2;16.3184587879;
метод;1;3.56161840601;
задан;1;1.9786982017;
аналогичн;1;3.18468254547;
кадр;5;15.1753150045;
итеративн;1;4.37659061492;
организац;2;11.9474176155;
мног;1;5.7518485033;
принадлежн;1;7.70875254862;
обусловл;1;3.41775149776;
горизонтальн;1;3.22162083357;
называ;3;18.8246314308;
определя;3;13.7869045008;
