выполн;2;0.00413802519323;
;3;0.00552615373216;
смеша;3;0.00701591949925;
позж;1;0.00153984612717;
выпол;3;0.00702266097682;
коп;2;0.00432477470721;
опт;1;0.00301369600051;
список;1;0.00166831956708;
обязательн;1;0.00299489689846;
присутств;1;0.00274885172699;
ко;3;0.00409364686859;
гарантирова;2;0.00442251884007;
ци;1;0.00300149027521;
завис;3;0.00655965228579;
констант;1;0.00298826375839;
модел;3;0.0067496037561;
постав;1;0.00299988622247;
нагрузк;1;0.00308551921254;
характеристик;3;0.007165224298;
стройк;1;0.00291608674755;
ts;2;0.00268822312327;
располож;1;0.00279658335153;
составля;1;0.00158183651044;
to;1;0.00656632655492;
th;1;0.00308154945951;
вышен;1;0.00152264730817;
vers;3;0.00506447555706;
последовательн;3;0.00835378153412;
удален;8;0.0158885393919;
модул;1;0.00302580945024;
резервирован;3;0.00438852613123;
математическ;1;0.00339725159845;
hardwar;1;0.00566661495448;
распис;1;0.00162931110515;
зада;19;0.0434216212605;
вершин;6;0.0111217788746;
должн;8;0.0154210110267;
randell;1;0.00363339916626;
уменьша;1;0.00153211648941;
сформулирова;3;0.00577574569595;
мног;1;0.00306015428639;
вычислительн;11;0.0228988071827;
пространств;1;0.00306122924322;
p;13;0.0198259142707;
друг;8;0.0156028559067;
dir;2;0.00243022369603;
извест;3;0.00591875612295;
выполнен;36;0.0700519057043;
повыша;1;0.00153185430834;
половин;1;0.00297062373469;
результат;6;0.0112960867797;
устро;1;0.00285580982968;
состоя;1;0.00255463096756;
представ;2;0.0055638264182;
ивченк;1;0.00315631951929;
свободн;2;0.00579747288477;
n;41;0.0679386687488;
удовлетворя;2;0.0056211235753;
эл;1;0.00285779692732;
получен;1;0.00165317144432;
успешн;1;0.00267505706146;
калашник;2;0.00471149992219;
ориентирова;1;0.00286368270588;
след;20;0.0370049425912;
нижн;7;0.0123989893344;
происход;2;0.00408594256854;
г;8;0.0208205314926;
цикл;1;0.00275276274989;
средств;1;0.00316603431651;
new;1;0.0015045250807;
предлага;2;0.00570241612191;
задержк;8;0.0156090552579;
прикладн;1;0.00296054801952;
позиц;16;0.0290065359865;
требу;1;0.00158505119785;
v;50;0.093989460283;
потенциал;1;0.00306809309273;
архитектур;3;0.00727342886453;
редач;1;0.00300528658402;
используем;2;0.00566739507745;
необходим;8;0.0149825753188;
нар;1;0.00168987361731;
процедур;1;0.00150484226366;
замет;1;0.00160320703863;
параметр;16;0.0363783401558;
так;11;0.0172109269525;
длин;4;0.00802371422709;
го;1;0.00159628514675;
эт;16;0.0357357666581;
решен;10;0.0216305287754;
примен;1;0.00162399828093;
k;13;0.0249709729491;
передач;13;0.0262259000253;
приближен;8;0.0150945931318;
построен;15;0.0278956525091;
compaq_;1;0.00162316497429;
горяч;2;0.00581773565868;
интерес;1;0.00159745274276;
ре;4;0.0101403166044;
некотор;5;0.00954000672974;
зависим;2;0.00419048082313;
обознача;3;0.0076759389171;
превосходя;1;0.00158118347195;
экспер;1;0.00291791818796;
наруша;1;0.00290694137801;
табл;2;0.00566695003362;
буд;7;0.0123764345685;
имеет;2;0.00569075549766;
превыша;1;0.00151959471531;
утвержда;2;0.00582224142729;
огр;1;0.00302447172357;
описа;4;0.00841171896486;
mmin;3;0.00662819439972;
формальн;3;0.00700979856731;
сле;1;0.00159765172293;
равн;6;0.0147733723922;
медвед;1;0.00333053788301;
конц;3;0.00678346031348;
настройк;1;0.00153837791188;
процессор;77;0.14487099118;
канал;2;0.00293256706048;
стро;2;0.00414544867224;
дела;4;0.010023528236;
мультимножеств;5;0.00942420350242;
времен;29;0.0584833757679;
экземпляр;1;0.00302037699501;
рав;2;0.00418631601418;
момент;4;0.00740327292362;
цепочк;1;0.00301720205079;
тест;2;0.00584795046687;
ю;1;0.00181295171258;
менен;1;0.00145312667204;
toulous;1;0.00189129830602;
порт;1;0.00306475021167;
выбра;8;0.015013935175;
f;22;0.026671845398;
dep;2;0.00511513596966;
экспериментальн;4;0.0115928918749;
mi;15;0.0320614957841;
дуг;2;0.00282126427262;
mj;5;0.00911625694103;
идентичн;1;0.00299936144147;
конечн;2;0.00567778521622;
верс;35;0.0688100980546;
mr;3;0.00454719498436;
нецелесообразн;1;0.00293015167943;
альн;1;0.00293621023205;
переда;2;0.00423565825201;
уменьш;3;0.0043007747275;
проектирован;3;0.00727206445673;
сред;4;0.00867269290069;
указыва;1;0.00281434686201;
высш;1;0.00165366493718;
работ;17;0.0368350787773;
сдела;2;0.00561571150805;
услов;2;0.00406952167229;
coincident;1;0.00348893643064;
eckhardt;1;0.00251392071652;
стратег;15;0.0282727332193;
разд;4;0.00877951105294;
подтвержд;1;0.00162223165942;
изменен;2;0.00590036733252;
multipl;1;0.00367636800902;
управлен;3;0.00652688306179;
отсутств;1;0.00300071051981;
изв;1;0.00157462761566;
помощ;3;0.00858785413245;
все;1;0.00300697425725;
ш;4;0.00560817457455;
й;1;0.00292105907842;
выдержива;1;0.00160759572215;
косвен;1;0.00278264025465;
привязк;4;0.0070476844329;
четверок;1;0.00140572316403;
theoretica;1;0.00206484225781;
конкретн;3;0.00561968144609;
набор;1;0.00294328657882;
information;1;0.00601406482456;
расп;3;0.00424330172722;
пе;1;0.00158708811091;
and;3;0.00774954528001;
баланс;1;0.00301230567459;
succ;4;0.0076935782904;
высок;1;0.0014944827272;
подразумева;1;0.00292714669063;
расписан;66;0.137359842869;
занима;2;0.00414716627156;
выполня;13;0.0280923241724;
arch;1;0.00258688128022;
расшир;1;0.00157289445188;
писа;1;0.00154968408101;
